TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR,ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
"O Design como Ferramenta de Auxílio no Acolhimento de Estudantes com Necessidades Educacionais Especiais, na Perspectiva do Corpo Técnico Administrativo de uma IES",2022,10.29147/datjournal.v7i2.619,Português,DATJOURNAL DESIGN ART AND TECHNOLOGY,XX,2526-1789,"['NATALIA AQUINO', 'Helda Oliveira Barros']","['1', '2']",['2'],-99.0,7304349084200954,Helda Oliveira Barros,Barros,"BARROS, H. O.;Helda O. Barros;BARROS, Helda Oliveira;BARROS, Helda O.;Barros, Helda O.;Barros, Helda Oliveira;H.O. Barros;H.O. Barros et al;Helda Oliveira Barros;OLIVEIRA BARROS, HELDA",Rio de Janeiro,RJ,"Pesquisadora sobre Neurodesign e Realidades Mediadas por Computadores. Atualmente, coordena o Mestrado Profissional da Cesar School, onde também atua como docente da Graduação em Design. É consultora de qualificação no CESAR, atuando na área de Desenvolvimento &amp; Operações com foco em UX Design. Doutora em Design pela UFPE e Head do LIGA - Laboratório de Inovação e Geração de Artefatos.",19-09-2022,Centro de Estudos e Sistemas Avançados do Recife,https://orcid.org/0000-0003-2337-493X
Ações estratégicas cocriadas sob métodos de Design para o ecossistema do Porto Digital,2022,10.29147/datjournal.v7i2.622,Português,DATJOURNAL DESIGN ART AND TECHNOLOGY,XX,2526-1789,"['Maria Chaves Pessoa Monteiro', 'Helda Oliveira Barros']","['1', '2']",['2'],-99.0,7304349084200954,Helda Oliveira Barros,Barros,"BARROS, H. O.;Helda O. Barros;BARROS, Helda Oliveira;BARROS, Helda O.;Barros, Helda O.;Barros, Helda Oliveira;H.O. Barros;H.O. Barros et al;Helda Oliveira Barros;OLIVEIRA BARROS, HELDA",Rio de Janeiro,RJ,"Pesquisadora sobre Neurodesign e Realidades Mediadas por Computadores. Atualmente, coordena o Mestrado Profissional da Cesar School, onde também atua como docente da Graduação em Design. É consultora de qualificação no CESAR, atuando na área de Desenvolvimento &amp; Operações com foco em UX Design. Doutora em Design pela UFPE e Head do LIGA - Laboratório de Inovação e Geração de Artefatos.",19-09-2022,Centro de Estudos e Sistemas Avançados do Recife,https://orcid.org/0000-0003-2337-493X
On the performance of heterogeneous MANETs,2015,10.1007/s11276-014-0777-z,Inglês,Wireless Networks,XX,1022-0038,"['HADJ SADOK, DJAMEL F.', 'RODRIGUES, THIAGO GOMES', 'Rodrigo Diego Melo Amorim', 'KELNER, JUDITH']","['1', '2', '3', '4']",['3'],2.405,7826684861425562,Rodrigo Diego Melo Amorim,Amorim,VAZIO,Petrolina,PE,"Bacharel e mestre em Ciência da Computação pela Universidade Federal de Pernambuco. Atualmente é pesquisador do Grupo de Pesquisa em Redes e Telecomunicações. Tem experiência na área de Ciência da Computação, com ênfase em Redes de Computadores, Segurança da Informação e Dispositivos Móveis.",22-02-2018,Universidade Federal de Pernambuco,VAZIO
?&amp;#09;Toward A Software Power Cost Analysis Framework Using Colored Petri Net,2004,,Inglês,"40° International Workshop on Power and Timing Modeling, Optimization and Simulation",XX,-,"['Fernando Ferreira de Carvalho', 'Meuse Nogueira de Oliveira Junior', 'Paulo Romero Matins Maciel', 'Raimundo da Silva Barreto']","['1', '2', '3', '4']",['1'],-99.0,8491797408318076,Fernando Ferreira de Carvalho,Carvalho,"CARVALHO, F.",Vitoria de Santo Antao,PE,"Possui graduação em Engenharia Elétrica Eletrônica pela Escola Politécnica de Pernambuco (2001), mestrado em Ciências da Computação pela Universidade Federal de Pernambuco (2005) e doutorado em Ciências da Computação pela Universidade Federal de Pernambuco (2010). Atualmente é pesquisador em Internet das Coisas (IoT) e professor consultor do C.E.S.A.R School onde fundou o grupo de pesquisa em Computação Física e Robótica. Também é professor  Instituto Federal de Pernambuco - Campus Recife, professor adjunto da Universidade de Pernambuco e professor titular da Faculdade dos Guararapes. Tem experiência na área de Ciência da Computação, com ênfase em Engenharia, Modelagem de Processos e Qualidade de Software, atuando principalmente nos seguintes temas: Modelagem de Processo de Negócios, Embedded system design e Qualidade de Software .",25-08-2022,Centro de Estudos e Sistemas Avançados do Recife,
UMA PESQUISA SOBRE A IMPORTÂNCIA DO GERENCIAMENTO DE PROCESSOS DE NEGÓCIO NAS ORGANIZAÇÕES,2014,,Português,EngTec Science,XX,0000-1111,"['ROMULO CESAR DIAS DE ANDRADE', 'Fernando Ferreira de Carvalho']","['1', '2']",['2'],-99.0,8491797408318076,Fernando Ferreira de Carvalho,Carvalho,"CARVALHO, F.",Vitoria de Santo Antao,PE,"Possui graduação em Engenharia Elétrica Eletrônica pela Escola Politécnica de Pernambuco (2001), mestrado em Ciências da Computação pela Universidade Federal de Pernambuco (2005) e doutorado em Ciências da Computação pela Universidade Federal de Pernambuco (2010). Atualmente é pesquisador em Internet das Coisas (IoT) e professor consultor do C.E.S.A.R School onde fundou o grupo de pesquisa em Computação Física e Robótica. Também é professor  Instituto Federal de Pernambuco - Campus Recife, professor adjunto da Universidade de Pernambuco e professor titular da Faculdade dos Guararapes. Tem experiência na área de Ciência da Computação, com ênfase em Engenharia, Modelagem de Processos e Qualidade de Software, atuando principalmente nos seguintes temas: Modelagem de Processo de Negócios, Embedded system design e Qualidade de Software .",25-08-2022,Centro de Estudos e Sistemas Avançados do Recife,
UM ESTUDO DE CASO SOBRE INTEGRAÇÃO DE SISTEMAS USANDO BPM EM UM ESCRITÓRIO DE ADVOCACIA,2014,,Português,Engtec Science,XX,0000-1111,"['Rômulo César', 'Fernando Ferreira de Carvalho']","['1', '2']",['2'],-99.0,8491797408318076,Fernando Ferreira de Carvalho,Carvalho,"CARVALHO, F.",Vitoria de Santo Antao,PE,"Possui graduação em Engenharia Elétrica Eletrônica pela Escola Politécnica de Pernambuco (2001), mestrado em Ciências da Computação pela Universidade Federal de Pernambuco (2005) e doutorado em Ciências da Computação pela Universidade Federal de Pernambuco (2010). Atualmente é pesquisador em Internet das Coisas (IoT) e professor consultor do C.E.S.A.R School onde fundou o grupo de pesquisa em Computação Física e Robótica. Também é professor  Instituto Federal de Pernambuco - Campus Recife, professor adjunto da Universidade de Pernambuco e professor titular da Faculdade dos Guararapes. Tem experiência na área de Ciência da Computação, com ênfase em Engenharia, Modelagem de Processos e Qualidade de Software, atuando principalmente nos seguintes temas: Modelagem de Processo de Negócios, Embedded system design e Qualidade de Software .",25-08-2022,Centro de Estudos e Sistemas Avançados do Recife,
?&amp;#09;A Software Power Cost Analysis Based on Colored Petri Net,2004,,Inglês,25th International Conference on Applications and Theory of Petri Nets (ICATPN'04),XX,-,"['Fernando Ferreira de Carvalho', 'Meuse Nogueira de Oliveira Junior', 'Paulo Romero Matins Maciel', 'Raimundo da Silva Barreto']","['1', '2', '3', '4']",['1'],-99.0,8491797408318076,Fernando Ferreira de Carvalho,Carvalho,"CARVALHO, F.",Vitoria de Santo Antao,PE,"Possui graduação em Engenharia Elétrica Eletrônica pela Escola Politécnica de Pernambuco (2001), mestrado em Ciências da Computação pela Universidade Federal de Pernambuco (2005) e doutorado em Ciências da Computação pela Universidade Federal de Pernambuco (2010). Atualmente é pesquisador em Internet das Coisas (IoT) e professor consultor do C.E.S.A.R School onde fundou o grupo de pesquisa em Computação Física e Robótica. Também é professor  Instituto Federal de Pernambuco - Campus Recife, professor adjunto da Universidade de Pernambuco e professor titular da Faculdade dos Guararapes. Tem experiência na área de Ciência da Computação, com ênfase em Engenharia, Modelagem de Processos e Qualidade de Software, atuando principalmente nos seguintes temas: Modelagem de Processo de Negócios, Embedded system design e Qualidade de Software .",25-08-2022,Centro de Estudos e Sistemas Avançados do Recife,
Do Refresco Elétrico a Bowsette: formação de comunidade nos jogos digitais,2020,,Português,Logos (Rio de Janeiro. Online),XX,1982-2391,"['Nilson Valdevino Soares', 'Luis Carlos Petry']","['1', '2']",['1'],-99.0,8635639989103523,Nilson Valdevino Soares,Soares,"SOARES, Nilson;SOARES, Nilson Valdevino;SOARES, Nilson V.;SOARES, N. V.",Recife,PE,"Docente do Programa de Pós-graduação em Design de Artefatos Digitais da CESAR School Manaus e também dos cursos de &amp;quot;Mestrado Profissional em Design&amp;quot;, &amp;quot;Bacharelado em Design&amp;quot; e &amp;quot;Especialização em Design de Interação para Artefatos Digitais&amp;quot; da CESAR School Recife. Membro do Núcleo de Pesquisa em Hipermídia e Games.&amp;#10;&amp;#10;Doutor em Tecnologias da Inteligência e Design Digital pela Pontifícia Universidade Católica de São Paulo (2019). Mestre em Comunicação pela Universidade Federal de Pernambuco (2009). Graduado em Comunicação Social - Jornalismo pela Universidade Federal de Pernambuco (2004).  &amp;#10;&amp;#10;Possui interesse em estudos na áreas de cibercultura e novas mídias, game studies e design de jogos, bem como nos aspectos sociais, culturais e de desenvolvimento dos jogos (digitais ou não).&amp;#10;&amp;#10;Tem experiência na área de Comunicação (com ênfase em jogos, mundos virtuais, novas tecnologias e cibercultura) e Educação (com atividades de ensino e pesquisa ligadas ao game design, cultura e história dos jogos digitais, processos de gamificação e história do design).",24-08-2022,,https://orcid.org/0000-0002-3260-1543
A voz dos jogadores: apropriação e produção de conteúdo nos games no contexto da 8ª geração dos consoles,2017,,Português,"Metamorfose. Revista Interdisciplinar de Arte, Ciência e Tecnologia",XX,2525-832X,"['Nilson Valdevino Soares', 'Luís Carlos Petry']","['1', '2']",['1'],-99.0,8635639989103523,Nilson Valdevino Soares,Soares,"SOARES, Nilson;SOARES, Nilson Valdevino;SOARES, Nilson V.;SOARES, N. V.",Recife,PE,"Docente do Programa de Pós-graduação em Design de Artefatos Digitais da CESAR School Manaus e também dos cursos de &amp;quot;Mestrado Profissional em Design&amp;quot;, &amp;quot;Bacharelado em Design&amp;quot; e &amp;quot;Especialização em Design de Interação para Artefatos Digitais&amp;quot; da CESAR School Recife. Membro do Núcleo de Pesquisa em Hipermídia e Games.&amp;#10;&amp;#10;Doutor em Tecnologias da Inteligência e Design Digital pela Pontifícia Universidade Católica de São Paulo (2019). Mestre em Comunicação pela Universidade Federal de Pernambuco (2009). Graduado em Comunicação Social - Jornalismo pela Universidade Federal de Pernambuco (2004).  &amp;#10;&amp;#10;Possui interesse em estudos na áreas de cibercultura e novas mídias, game studies e design de jogos, bem como nos aspectos sociais, culturais e de desenvolvimento dos jogos (digitais ou não).&amp;#10;&amp;#10;Tem experiência na área de Comunicação (com ênfase em jogos, mundos virtuais, novas tecnologias e cibercultura) e Educação (com atividades de ensino e pesquisa ligadas ao game design, cultura e história dos jogos digitais, processos de gamificação e história do design).",24-08-2022,,https://orcid.org/0000-0002-3260-1543
Análise de Dados de Percursos Curriculares dos Alunos de Ciência da Computação da Universidade Federal da Paraíba,2019,10.22456/1679-1916.99467,Português,RENOTE. REVISTA NOVAS TECNOLOGIAS NA EDUCAÇÃO,XX,1679-1916,"['Luiz Fernando Fonsêca Pinheiro de Lima', 'Ingrid Luana Almeida da Silva', 'Danielle Rousy Dias da Silva']","['1', '2', '3']",['1'],-99.0,8727341617324704,Luiz Fernando Fonsêca Pinheiro de Lima,Lima,"LIMA, L. F. F. P.;LIMA, LUIZ FERNANDO FONSÊCA PINHEIRO DE",João Pessoa,PB,"Bacharel em Ciência da Computação (2019) e Mestre em Informática (2022) pela Universidade Federal da Paraíba, também Especializado em Docência do Ensino Superior (2022) pela Faculdade Descomplica. Atuo como Cientista de Dados no CESAR, trabalhando em projetos de pesquisa e inovação com dados. Também membro do grupo de pesquisa Ethics in AI (CI/UFPB), idealizado por mim em conjunto com meus orientadores. Atualmente meus tópicos de interesse são Ética em Inteligência Artificial e Aprendizado de Máquina, Vieses e Discriminações Algorítmicas e Ciência de Dados.",04-12-2022,,https://orcid.org/0000-0003-1992-6316
Pesquisa bibliográfica no contexto brasileiro sobre a aplicação do design etnográfico como forma de potencializar projetos de design,2018,10.21714/1679-18272018v16Ed.p222-230,Português,GESTÃO.ORG,XX,1679-1827,"['SOUZA, ANGÉLICA PORTO CAVALCANTI DE', 'Camille Nascimento Santiago Caminha', 'CAMPOS, FÁBIO', 'CUNHA FILHO, PAULO CARNEIRO DA']","['1', '2', '3', '4']",['2'],-99.0,8797260915259688,Camille Nascimento Santiago Caminha,Caminha,VAZIO,,,"Mestre Design, com ênfase em Artefatos Digitais pela Universidade Federal de Pernambuco e graduada em Design pela mesma universidade (2010), possui conhecimentos e experiência na área de Research, UX/UI, comunicação e marketing, além de ter realizado projetos com métodos de design na concepção de produtos inovadores. Atualmente trabalha no CESAR como UX/UI design. Atuou também com pesquisas em Design no projeto NUX - Natural User Experience, no CIN/UFPE. Possui interesses de atuação direcionados a metodologias, métodos, técnicas e processos de design, artefatos digitais e Usabilidade. 
Participação em eventos como facilitadora de workshop no P&amp;D Design 2018 e SBTI 2018, apresentação de artigos no SBTI 2019, P&amp;D Design 2018, SBTI 2018 e IHC 2O17, participação na banca avaliadora de três projetos de conclusão de curso do Curso técnico de Comunicação Visual, no CTCD (Centro Tecnológico da Cultura Digital). Participação no Conaerg 2016 - 1° Congresso Internacional de Ergonomia Aplicada. Premiação de 3º melhor artigo no SBTI 2018.",11-12-2019,,VAZIO
Automated and connected? Smartphones and automobility through the global south,2018,10.1080/23800127.2018.1505263,Inglês,Applied Mobilities,XX,2380-0127,"['PINK, SARAH', 'GOMES, ALEX', 'ZILSE, RENATA', 'LUCENA, ROSAMARIA', 'PINTO, JANANDA', 'PORTO, ANGÉLICA', 'Camille Nascimento Santiago Caminha', 'DE SIQUEIRA, GERALDINA MARIA', 'DUARTE DE OLIVEIRA, MARIANA']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",['7'],-99.0,8797260915259688,Camille Nascimento Santiago Caminha,Caminha,VAZIO,,,"Mestre Design, com ênfase em Artefatos Digitais pela Universidade Federal de Pernambuco e graduada em Design pela mesma universidade (2010), possui conhecimentos e experiência na área de Research, UX/UI, comunicação e marketing, além de ter realizado projetos com métodos de design na concepção de produtos inovadores. Atualmente trabalha no CESAR como UX/UI design. Atuou também com pesquisas em Design no projeto NUX - Natural User Experience, no CIN/UFPE. Possui interesses de atuação direcionados a metodologias, métodos, técnicas e processos de design, artefatos digitais e Usabilidade. 
Participação em eventos como facilitadora de workshop no P&amp;D Design 2018 e SBTI 2018, apresentação de artigos no SBTI 2019, P&amp;D Design 2018, SBTI 2018 e IHC 2O17, participação na banca avaliadora de três projetos de conclusão de curso do Curso técnico de Comunicação Visual, no CTCD (Centro Tecnológico da Cultura Digital). Participação no Conaerg 2016 - 1° Congresso Internacional de Ergonomia Aplicada. Premiação de 3º melhor artigo no SBTI 2018.",11-12-2019,,VAZIO
O SOFTWARE EDUCACIONAL NA PRÁTICA DOCENTE: um olhar da Teoria da Atividade,2011,,Português,EM TEIA: Revista de Educação Matemática e Tecnológica Iberoamericana,XX,2177-9309,['Walquíria Castelo Branco Lins'],['1'],['1'],-99.0,8922901056006734,Walquíria Castelo Branco Lins,Lins,"LINS, Walquíria C.B.;CASTELO BRANCO, W.;BRANCO, W.C.;LINS, WALQUIRIA;LINS, WALQUIRIA CASTELO BRANCO;LINS, WALQUÍRIA CASTELO BRANCO",Maragogi,AL,"Consultora do CESAR, pós-doutora pela Universidade de Helsinque-Finlândia com o Prof. Dr. Yrjö Engeström, no qual investigou a qprendizagem expansiva, em projetos de inovação tecnológica e educacional em área rural. Vem atuando em projetos de inovação na área de Tecnologia. Atua junto aos Mestrado Profissional em Design e Mestrado Profissional em Engenharia de Software do CESAR e também junto ao Programa de Pós-graduação em Educação Matemática e Tecnológica da UFPE. Pós-doutora em Tecnologia e Educação Científica. Doutora em Educação pela UFPE com pesquisas em Tecnologia na Educação, vem desde 2003 desenvolvendo experiências na formação de professores de Matemática para o uso da Informática. Licenciada e Bacharel em Filosofia pela Universidade Federal de Pernambuco e Bacharel em Sistema de Informação com Ênfase em Engenharia de Sofware. Especialista em Informática na Educação também pela UFPE, a partir do qual atuou nos laboratórios na informática na Educação tanto com alunos quanto na formação de professores.  Desenvolveu seu estágio pós-doutoral no projeto &amp;quot;Elaboração e utilização de um portal FlexQuest e de séries temáticas de Podcasting de Ciências&amp;quot;, junto a Universidade Federal Rural de Pernambuco, com o Prof. Dr. Marcelo Brito Carneiro Leão. Em 2004 concluiu seu Mestrado em Educação, pela UFPE, com pesquisa na área de Tecnologia na Educação, no qual investiu esforços na análise da atividade docente em laboratórios de Infomática a partir dos fundamentos da Teoria da Atividade. Em 2010 concluiu seu doutorado em Educação pela UFPE, investigando a docência online em ambientes de imersão 3D da Web 2.0. Com experiência no Ensino Superior, vem atuando com o uso e desenvolvimento de softwares no ensino de Matemática.",04-11-2022,Centro de Estudos e Sistemas Avançados do Recife,
Plataforma FlexQuest para Conhecimento de Ciências,2013,,Português,Enseñanza de las Ciencias,XX,0212-4521,"['Marcelo Brito Carneiro Leão', 'Walquíria Castelo Branco Lins', 'Augusto F. Melo', 'Diego Queiroz']","['1', '2', '3', '4']",['2'],-99.0,8922901056006734,Walquíria Castelo Branco Lins,Lins,"LINS, Walquíria C.B.;CASTELO BRANCO, W.;BRANCO, W.C.;LINS, WALQUIRIA;LINS, WALQUIRIA CASTELO BRANCO;LINS, WALQUÍRIA CASTELO BRANCO",Maragogi,AL,"Consultora do CESAR, pós-doutora pela Universidade de Helsinque-Finlândia com o Prof. Dr. Yrjö Engeström, no qual investigou a qprendizagem expansiva, em projetos de inovação tecnológica e educacional em área rural. Vem atuando em projetos de inovação na área de Tecnologia. Atua junto aos Mestrado Profissional em Design e Mestrado Profissional em Engenharia de Software do CESAR e também junto ao Programa de Pós-graduação em Educação Matemática e Tecnológica da UFPE. Pós-doutora em Tecnologia e Educação Científica. Doutora em Educação pela UFPE com pesquisas em Tecnologia na Educação, vem desde 2003 desenvolvendo experiências na formação de professores de Matemática para o uso da Informática. Licenciada e Bacharel em Filosofia pela Universidade Federal de Pernambuco e Bacharel em Sistema de Informação com Ênfase em Engenharia de Sofware. Especialista em Informática na Educação também pela UFPE, a partir do qual atuou nos laboratórios na informática na Educação tanto com alunos quanto na formação de professores.  Desenvolveu seu estágio pós-doutoral no projeto &amp;quot;Elaboração e utilização de um portal FlexQuest e de séries temáticas de Podcasting de Ciências&amp;quot;, junto a Universidade Federal Rural de Pernambuco, com o Prof. Dr. Marcelo Brito Carneiro Leão. Em 2004 concluiu seu Mestrado em Educação, pela UFPE, com pesquisa na área de Tecnologia na Educação, no qual investiu esforços na análise da atividade docente em laboratórios de Infomática a partir dos fundamentos da Teoria da Atividade. Em 2010 concluiu seu doutorado em Educação pela UFPE, investigando a docência online em ambientes de imersão 3D da Web 2.0. Com experiência no Ensino Superior, vem atuando com o uso e desenvolvimento de softwares no ensino de Matemática.",04-11-2022,Centro de Estudos e Sistemas Avançados do Recife,
O uso das tecnologias de informação e comunicação (TICS) no ensino de ciências em escolas da rede pública do Estado de Pernambuco (Brasil),2013,,Português,Enseñanza de las Ciencias,XX,0212-4521,"['Ivoneide Mendes da Silva', 'Marcelo Brito Carneiro Leão', 'Walquíria Castelo Branco Lins']","['1', '2', '3']",['3'],-99.0,8922901056006734,Walquíria Castelo Branco Lins,Lins,"LINS, Walquíria C.B.;CASTELO BRANCO, W.;BRANCO, W.C.;LINS, WALQUIRIA;LINS, WALQUIRIA CASTELO BRANCO;LINS, WALQUÍRIA CASTELO BRANCO",Maragogi,AL,"Consultora do CESAR, pós-doutora pela Universidade de Helsinque-Finlândia com o Prof. Dr. Yrjö Engeström, no qual investigou a qprendizagem expansiva, em projetos de inovação tecnológica e educacional em área rural. Vem atuando em projetos de inovação na área de Tecnologia. Atua junto aos Mestrado Profissional em Design e Mestrado Profissional em Engenharia de Software do CESAR e também junto ao Programa de Pós-graduação em Educação Matemática e Tecnológica da UFPE. Pós-doutora em Tecnologia e Educação Científica. Doutora em Educação pela UFPE com pesquisas em Tecnologia na Educação, vem desde 2003 desenvolvendo experiências na formação de professores de Matemática para o uso da Informática. Licenciada e Bacharel em Filosofia pela Universidade Federal de Pernambuco e Bacharel em Sistema de Informação com Ênfase em Engenharia de Sofware. Especialista em Informática na Educação também pela UFPE, a partir do qual atuou nos laboratórios na informática na Educação tanto com alunos quanto na formação de professores.  Desenvolveu seu estágio pós-doutoral no projeto &amp;quot;Elaboração e utilização de um portal FlexQuest e de séries temáticas de Podcasting de Ciências&amp;quot;, junto a Universidade Federal Rural de Pernambuco, com o Prof. Dr. Marcelo Brito Carneiro Leão. Em 2004 concluiu seu Mestrado em Educação, pela UFPE, com pesquisa na área de Tecnologia na Educação, no qual investiu esforços na análise da atividade docente em laboratórios de Infomática a partir dos fundamentos da Teoria da Atividade. Em 2010 concluiu seu doutorado em Educação pela UFPE, investigando a docência online em ambientes de imersão 3D da Web 2.0. Com experiência no Ensino Superior, vem atuando com o uso e desenvolvimento de softwares no ensino de Matemática.",04-11-2022,Centro de Estudos e Sistemas Avançados do Recife,
A IMPLEMENTAÇÃO DA APRENDIZAGEM BASEADA EM PROBLEMAS EM DISCIPLINA DE TECNOLOGIA DA INFORMAÇÃO E DA COMUNICAÇÃO NO ENSINO DE QUÍMICA,2015,,Português,Revista Tecnologias na Educação,XX,1984-4751,"['Ivoneide Mendes da Silva', 'Walquíria Castelo Branco Lins', 'Marcelo Brito Carneiro Leão']","['1', '2', '3']",['2'],-99.0,8922901056006734,Walquíria Castelo Branco Lins,Lins,"LINS, Walquíria C.B.;CASTELO BRANCO, W.;BRANCO, W.C.;LINS, WALQUIRIA;LINS, WALQUIRIA CASTELO BRANCO;LINS, WALQUÍRIA CASTELO BRANCO",Maragogi,AL,"Consultora do CESAR, pós-doutora pela Universidade de Helsinque-Finlândia com o Prof. Dr. Yrjö Engeström, no qual investigou a qprendizagem expansiva, em projetos de inovação tecnológica e educacional em área rural. Vem atuando em projetos de inovação na área de Tecnologia. Atua junto aos Mestrado Profissional em Design e Mestrado Profissional em Engenharia de Software do CESAR e também junto ao Programa de Pós-graduação em Educação Matemática e Tecnológica da UFPE. Pós-doutora em Tecnologia e Educação Científica. Doutora em Educação pela UFPE com pesquisas em Tecnologia na Educação, vem desde 2003 desenvolvendo experiências na formação de professores de Matemática para o uso da Informática. Licenciada e Bacharel em Filosofia pela Universidade Federal de Pernambuco e Bacharel em Sistema de Informação com Ênfase em Engenharia de Sofware. Especialista em Informática na Educação também pela UFPE, a partir do qual atuou nos laboratórios na informática na Educação tanto com alunos quanto na formação de professores.  Desenvolveu seu estágio pós-doutoral no projeto &amp;quot;Elaboração e utilização de um portal FlexQuest e de séries temáticas de Podcasting de Ciências&amp;quot;, junto a Universidade Federal Rural de Pernambuco, com o Prof. Dr. Marcelo Brito Carneiro Leão. Em 2004 concluiu seu Mestrado em Educação, pela UFPE, com pesquisa na área de Tecnologia na Educação, no qual investiu esforços na análise da atividade docente em laboratórios de Infomática a partir dos fundamentos da Teoria da Atividade. Em 2010 concluiu seu doutorado em Educação pela UFPE, investigando a docência online em ambientes de imersão 3D da Web 2.0. Com experiência no Ensino Superior, vem atuando com o uso e desenvolvimento de softwares no ensino de Matemática.",04-11-2022,Centro de Estudos e Sistemas Avançados do Recife,
Categorizar: habilidade necessária à formação básica,2014,,Português,Salto para o Futuro,XX,1982-0283,"['Veronica Gitirana Gomes Ferreira', 'Walquíria Castelo Branco Lins']","['1', '2']",['2'],-99.0,8922901056006734,Walquíria Castelo Branco Lins,Lins,"LINS, Walquíria C.B.;CASTELO BRANCO, W.;BRANCO, W.C.;LINS, WALQUIRIA;LINS, WALQUIRIA CASTELO BRANCO;LINS, WALQUÍRIA CASTELO BRANCO",Maragogi,AL,"Consultora do CESAR, pós-doutora pela Universidade de Helsinque-Finlândia com o Prof. Dr. Yrjö Engeström, no qual investigou a qprendizagem expansiva, em projetos de inovação tecnológica e educacional em área rural. Vem atuando em projetos de inovação na área de Tecnologia. Atua junto aos Mestrado Profissional em Design e Mestrado Profissional em Engenharia de Software do CESAR e também junto ao Programa de Pós-graduação em Educação Matemática e Tecnológica da UFPE. Pós-doutora em Tecnologia e Educação Científica. Doutora em Educação pela UFPE com pesquisas em Tecnologia na Educação, vem desde 2003 desenvolvendo experiências na formação de professores de Matemática para o uso da Informática. Licenciada e Bacharel em Filosofia pela Universidade Federal de Pernambuco e Bacharel em Sistema de Informação com Ênfase em Engenharia de Sofware. Especialista em Informática na Educação também pela UFPE, a partir do qual atuou nos laboratórios na informática na Educação tanto com alunos quanto na formação de professores.  Desenvolveu seu estágio pós-doutoral no projeto &amp;quot;Elaboração e utilização de um portal FlexQuest e de séries temáticas de Podcasting de Ciências&amp;quot;, junto a Universidade Federal Rural de Pernambuco, com o Prof. Dr. Marcelo Brito Carneiro Leão. Em 2004 concluiu seu Mestrado em Educação, pela UFPE, com pesquisa na área de Tecnologia na Educação, no qual investiu esforços na análise da atividade docente em laboratórios de Infomática a partir dos fundamentos da Teoria da Atividade. Em 2010 concluiu seu doutorado em Educação pela UFPE, investigando a docência online em ambientes de imersão 3D da Web 2.0. Com experiência no Ensino Superior, vem atuando com o uso e desenvolvimento de softwares no ensino de Matemática.",04-11-2022,Centro de Estudos e Sistemas Avançados do Recife,
ANÁLISE DE REDES DE COLABORAÇÃO CIENTÍFICA DOS DOCENTES DO PROGRAMA DE PÓS-GRADUAÇÃO EM EDUCAÇÃO MATEMÁTICA E TECNOLÓGICA DA UNIVERSIDADE FEDERAL DE PERNAMBUCO,2016,,Português,EM TEIA - REVISTA DE EDUCAÇÃO MATEMÁTICA E TECNOLÓGICA IBEROAMERICANA,XX,2177-9309,"['Carlos Henrique Pompéu', 'Patrícia Smith Cavalcante', 'Walquíria Castelo Branco Lins']","['1', '2', '3']",['3'],-99.0,8922901056006734,Walquíria Castelo Branco Lins,Lins,"LINS, Walquíria C.B.;CASTELO BRANCO, W.;BRANCO, W.C.;LINS, WALQUIRIA;LINS, WALQUIRIA CASTELO BRANCO;LINS, WALQUÍRIA CASTELO BRANCO",Maragogi,AL,"Consultora do CESAR, pós-doutora pela Universidade de Helsinque-Finlândia com o Prof. Dr. Yrjö Engeström, no qual investigou a qprendizagem expansiva, em projetos de inovação tecnológica e educacional em área rural. Vem atuando em projetos de inovação na área de Tecnologia. Atua junto aos Mestrado Profissional em Design e Mestrado Profissional em Engenharia de Software do CESAR e também junto ao Programa de Pós-graduação em Educação Matemática e Tecnológica da UFPE. Pós-doutora em Tecnologia e Educação Científica. Doutora em Educação pela UFPE com pesquisas em Tecnologia na Educação, vem desde 2003 desenvolvendo experiências na formação de professores de Matemática para o uso da Informática. Licenciada e Bacharel em Filosofia pela Universidade Federal de Pernambuco e Bacharel em Sistema de Informação com Ênfase em Engenharia de Sofware. Especialista em Informática na Educação também pela UFPE, a partir do qual atuou nos laboratórios na informática na Educação tanto com alunos quanto na formação de professores.  Desenvolveu seu estágio pós-doutoral no projeto &amp;quot;Elaboração e utilização de um portal FlexQuest e de séries temáticas de Podcasting de Ciências&amp;quot;, junto a Universidade Federal Rural de Pernambuco, com o Prof. Dr. Marcelo Brito Carneiro Leão. Em 2004 concluiu seu Mestrado em Educação, pela UFPE, com pesquisa na área de Tecnologia na Educação, no qual investiu esforços na análise da atividade docente em laboratórios de Infomática a partir dos fundamentos da Teoria da Atividade. Em 2010 concluiu seu doutorado em Educação pela UFPE, investigando a docência online em ambientes de imersão 3D da Web 2.0. Com experiência no Ensino Superior, vem atuando com o uso e desenvolvimento de softwares no ensino de Matemática.",04-11-2022,Centro de Estudos e Sistemas Avançados do Recife,
